['S7 (Rhine-Main S-Bahn)', 'Rhine-Main S-Bahn']
['Clinton, Nebraska', 'Sheridan County, Nebraska']
["1950–51 Ohio Bobcats men's basketball team", 'Ohio University']
['Philadelphia Polish American Festival', 'Polish Americans']
['Edgar Stepanyan', 'Track cycling']
['Peter Collignon', 'Order of Australia']
['Bacău', 'British English']
['HMS Melbreak (L73)', 'Hunt-class destroyer']
['Don Burgess (ice hockey)', 'Ice hockey']
['Geile Zeit', 'Juli (band)']
['Rudall, South Australia', 'South Australia']
["FIS Freestyle Ski and Snowboarding World Championships 2021 – Women's snowboard cross", 'FIS Freestyle Ski and Snowboarding World Championships 2021']
['Ex on the Beach (British series 2)', 'Ex on the Beach (British TV series)']
['F-1 (nuclear reactor)', 'Research reactor']
['Ruan (surname)', 'Chinese language']
['Aunt Jane of Kentucky', 'Short story']
['Tende', 'Italian language']
['Jamaat-e-Islami', 'Portal:Islam']
['List of Continental Army units (1776)', 'Continental Army']
['Harold E. Hanson', 'Madison, Wisconsin']
['Missouri Department of Transportation', 'U.S. state']
['2000–01 Kazakhstan Cup', 'Kazakhstan Cup']
['2004–05 Magyar Kupa', 'Magyar Kupa']
['Uruguay International Film Festival', 'Spanish language']
['2015–16 Hartlepool United F.C. season', 'Hartlepool United F.C.']
['Spike Bland', 'Baseball']
['Sekken Church', 'Norwegian language']
['John Delaney (Florida politician)', 'Politics of the United States']
['Lovisa Karlsson', "Sailing at the 2020 Summer Olympics – Women's 470"]
['Maggie Kalka', 'Finland']
['Ray Kennedy (pianist)', 'Jazz']
['Ruch Oporu Armii Krajowej', 'Poland']
['Adam Marušić', 'Serbian Cyrillic alphabet']
['The Son of Gotham', 'Fox Broadcasting Company']
['Haxhi Ymer Kuttab', 'Gjakova']
['Fort Nossa Senhora da Conceição (Inhambane)', 'Swahili people']
['James Bewick', 'Association football']
['Jack Broome (rugby league)', 'Rugby league']
['Madeleine Cobb', 'Sprint (running)']
['Lake Waitamoumou', 'Dune']
['Tränenherz', 'Electronic music']
["D'ror Yikra", 'Hebrew language']
['Lithia Park', 'Ashland, Oregon']
['4am Friday', 'Album']
['Jake Cassidy', 'Association football']
['Alexander Korovin', 'Russian language']
['Majid Salehi', 'Persian language']
['Drop-in center', 'Homeless shelter']
['Chard and Ilminster News', 'Somerset']
['NCHC Offensive Defenseman of the Year', 'National Collegiate Hockey Conference']
['Craig Henriquez', 'Duke University']
['List of avant-garde films of the 1930s', 'Experimental film']
['Bi Jinhao', 'Shanghai Shenhua F.C.']
['Herbert Wilf', 'Combinatorics']
['1980 College Football All-America Team', 'College football']
['Philip Courtenay (died 1406)', 'Powderham Castle']
['Georg, Prince of Saxe-Meiningen', 'Saxe-Meiningen']
['Kenta Kasai', 'Japan']
['Guillaume-Chrétien de Lamoignon de Malesherbes', 'Ancien Régime']
["2001 World Wrestling Championships – Men's freestyle 76 kg", '2001 World Wrestling Championships']
['White Collar-1', 'Neurospora crassa']
['Murphey School', 'School']
['Pierrot (short story)', 'Short story']
['Eric Marques', 'Modern pentathlon']
['2013 Aberto de Tênis do Rio Grande do Sul – Singles', 'Simon Greul']
['Aurelio Chessa', 'Anarchism']
['Md. Shah Newaz Chowdhury', 'Bengali language']
['Danny Pate', 'Classic cycle races']
['2005 Monmouth Hawks football team', 'Monmouth University']
['Château Lynch-Bages', 'Geographic coordinate system']
['Elan (Firefall album)', 'Firefall']
['Andy Miele', 'Ice hockey']
['The Perfect Thing', 'Steven Levy']
['Game Over: Jerry Sandusky, Penn State, and the Culture of Silence', 'Jerry Sandusky']
['Jyotirmayee Gangopadhyay', 'Brahmo Samaj']
['George T. Bolt', 'Order of St Michael and St George']
['Sushi', 'Japanese cuisine']
['Erkenci Kuş', 'Star TV (Turkish TV channel)']
['BANK (art collective)', 'London']
['Westside 89.6 FM', 'Community radio']
['Robinson-Pavey House', 'Washington Court House, Ohio']
['Kurt Ballou production discography', 'Kurt Ballou']
['Lee E. Geyer', 'World War I']
['Rebecca Williams (actress)', 'Liverpool']
['Canadian Guild of Potters', 'Bobs Cogill Haworth']
['Ralph Siu', 'National Institute of Justice']
['Paconia gens', 'Plebeians']
['Haath Ki Safai', 'Hindi cinema']
['Ernest S. and Clara C. Colby House', 'Hood River, Oregon']
['Kicking the Moon Around', 'Musical film']
['Tracy Higgs', 'Richard & Judy']
['Heteropsis andravahana', 'Butterfly']
['Beto (footballer, born 1975)', 'Cuiabá']
['Ramoth-Gilead', 'Hebrew language']
['Mamadou Baldé', 'Association football']
['Hokkaido Kitami Hokuto High School', 'Kitami']
['Jovan Vukomanović', 'Srezojevci']
['Zhou Boqi', 'Traditional Chinese characters']
['Greater Buenos Aires', 'Spanish language']
['Nicolas Bataille', 'French people']
['The Two Thousand Words', 'Czech language']
['Kulaseh, Javanrud', 'Persian language']
['Men of the Docks', 'Oil painting']
['Andijan State Medical Institute', 'Uzbekistan']
['Premier Service', 'Transport for Wales Rail']
['Georgie Somerset', 'Order of Australia']
['Mike Davis (wide receiver)', 'American football']
['Clarke Reed', 'Business']
['Xinpongnaobao Formation', 'Geological formation']
['Christian Seznec', 'Brest, France']
['United States Committee on the Marine Transportation System', 'United States Coast Guard']
['Agylla (moth)', 'Moth']
['Duncan MacGregor (footballer)', 'Australian rules football']
['Jawaharlal Nehru Stadium, Ghaziabad', 'Ghaziabad']
['2013 World Draughts Championship', 'International draughts']
['Laurent, South Dakota', 'Planned community']
['Manitoba Provincial Road 210', 'Manitoba']
['The Rip (song)', 'Portishead (band)']
['Reza Nouri', 'Persian language']
["Shooting at the 1948 Summer Olympics – Men's 50 metre pistol", 'ISSF 50 meter pistol']
['Danny Glover', 'Roger Murtaugh']
['Purkinje fibers', 'Ventricle (heart)']
['Karim Darwish (politician)', 'Parliament of Egypt']
['Lauriston Castle, Aberdeenshire', 'Aberdeenshire']
['Victor Mordechai Goldschmidt', 'Mainz']
['Melody Pool', 'Australian country music']
['The Stronghold', 'Scottish people']
['2001 Boston City Council election', 'Boston City Council']
["Don't Tread on Me (album)", '311 (band)']
['15th Canadian Parliament', '1925 Canadian federal election']
['Maria Asumpta', 'Brig']
['AJ Greaves', 'Association football']
['2003–04 Iraqi Premier League', '2005 AFC Champions League']
['Leila Fadel', 'Journalist']
['List of colleges affiliated to Cochin University of Science and Technology', 'Cochin University of Science and Technology']
['Samylovo', 'Russian language']
['Joel Gardner', 'Centre (ice hockey)']
['Mittie Lawrence', 'Steve Allen']
['You Are Guilty', 'Silent film']
['Pentarthrini', 'Cossoninae']
['Volvo 7900', 'Single-deck bus']
['Edward St Maur, 11th Duke of Somerset', 'Order of the Garter']
['Miniature Railway Company', 'Broadway (Manhattan)']
["Richardson's Canal House", 'Erie Canal']
['Archibald Rudd', 'Association football']
['Consorts of Ganesha', 'Ganesha']
['Terra Incognita: Ambient Works 1975 to Present', 'Boyd Rice']
['Willie Horne', 'Rugby league']
['Scott Rand (darts player)', 'England']
['Terminus Longueuil', 'Exo (public transit)']
['Governor of Kurgan Oblast', 'Kurgan Oblast']
['Le Buisson station', 'Train station']
['Fossil fuel divestment', 'Climate change']
['Chingozi Airport', 'Tete, Mozambique']
['Richwood Township, Jersey County, Illinois', 'Civil township']
['Motorsport in the United Kingdom', 'Motorsport']
['Wealden Lake', 'France']
['La Bamba (song)', 'Folk music']
['Saint-Urcisse, Tarn', 'Languedocien dialect']
['MFK Norilsk Nickel', 'Futsal']
['Mícheál Lally', 'Historian']
['Karl Marx House', "Writer's home"]
['1739 in Great Britain', '1739']
['Alemtuzumab', 'Medication']
['Brendon Bracewell', 'Auckland']
['Shinise', 'Family business']
['Moïse Jacobber', 'Blieskastel']
['Lebara', 'Telecommunications']
['Ptinus texanus', 'Spider beetle']
['56th Indiana Infantry Regiment', 'Infantry']
['Inochi wa Utsukushii', 'Japanese language']
['Wartosław', 'German language']
['SM UC-98', 'German Type UC III submarine']
["France men's national under-19 basketball team", 'French Federation of Basketball']
['William Rush and His Model', 'Thomas Eakins']
['Neznakomka', 'Philipp Kirkorov']
['Pioneer Oil Refinery', 'Oil refinery']
['St Johnstone F.C. in European football', 'St Johnstone F.C.']
['Berkeleydione', 'Penicillium']
['Bihar al-Anwar', 'Arabic']
['2003–04 NBA season', 'National Basketball Association']
['Bridie Carter', "List of McLeod's Daughters characters"]
['Digitalism discography', 'Discography']
['Ratnagiri Murugan Temple', 'Geographic coordinate system']
['Camp Castor', 'Peacekeeping']
['Pultenaea tarik', 'Fabaceae']
['DemocracyNZ', 'New Zealand']
['Sabratha University', 'Arabic']
['Qorqi-ye Olya', 'Persian language']
['Meso West, Alberta', 'Unincorporated area']
['Eldred, New York', 'Administrative divisions of New York (state)']
['Le Pratic', 'Car']
['1992 United States House of Representatives elections in Maryland', 'U.S. state']
['Marlow-Hunter 50 Center Cockpit', 'Sailboat']
['Neoregelia camorimiana', 'Species']
['Irek, Belebeyevsky District, Republic of Bashkortostan', 'Bashkir language']
['1985 French motorcycle Grand Prix', '1985 Grand Prix motorcycle racing season']
['Energy and Environmental Research Center', 'United States Bureau of Mines']
['1967 Scottish League Cup final', 'Scottish League Cup']
['AN/VRC-12', 'Very high frequency']
['NHL 2000', 'Ice hockey']
['Busujima Yuriko no Sekirara Nikki', 'AKB48']
['Gus Statiras', 'Progressive Records']
['Holte baronets', 'List of extant baronetcies']
['This Dance Is for Steve McCall', 'Roscoe Mitchell']
['Lake Kaiwai', 'Lake']
['Psallus perrisi', 'Palearctic realm']
['Thrashing (computer science)', 'Computer science']
['Duży Las', 'Human settlement']
['We Start Fires', 'Darlington']
['William B. Charles', 'New York (state)']
['Pokhrel', 'Nepali language']
['Tomorrow, and Tomorrow, and Tomorrow', 'Gabrielle Zevin']
['Kansas City Hustle', 'Jay McShann']
['2005 in Albania', '2005']
['Al-Nabi Shith Mosque', 'Arabic']
['Bride and Gloom (film)', 'Short film']
['Peter Brown (lecturer)', 'Tonight with Vincent Browne']
['Phaegoptera flavostrigata', 'Moth']
['Striporama', 'Comedy film']
['Martadi', 'Town']
['Al-Wabkanawi', 'Persians']
['Sparganothina', 'Moth']
['Benjamin W. Fortson IV', 'Linguistics']
['Tararua Forest Park', 'Protected area']
['Joël Mall', 'Association football']
['New Parks Act', 'New York (state)']
['Shahbaz Khel Halt railway station', 'Urdu']
['Harvey Adams', 'Warrington']
['Christos Armandos Gezos', 'Greek language']
['Samiullah', 'Arabic']
['Mercedes-Benz EQS', 'Battery electric vehicle']
['PS Singkawang City', 'Association football']
['Gábor Alapy', 'Rowing (sport)']
['Elise Justine Bayard', 'Fishkill, New York']
['The Other Wind', 'Fantasy']
['Uzbekistan at the 2022 World Games', '2022 World Games']
['Un Quijote sin mancha', 'Comedy film']
['De Carne Christi', 'Polemic']
['Franz Keller (psychologist)', 'Swiss people']
['2012–13 Croatian Ice Hockey League season', 'Croatian Ice Hockey League']
['Ledger Plaza Hotel Bissau', 'Bissau']
['Midori Shintani', 'Kinokawa, Wakayama']
['Sinoti Sinoti', 'Samoa national rugby union team']
['Werur', 'Bikar, Southwest Papua']
['Pierre-Marie Touboulic', 'Brest, France']
['Schin op Geul', 'Limburgish']
['Wola, Masovian Voivodeship', 'Village']
['United States Capitol crypt', 'Doric order']
['Franca Capetta', 'Archery']
['Margaret Renkl', 'The New York Times']
['2022 NCAA Bowling Championship', 'NCAA Bowling Championship']
['Neo (British band)', 'New wave music']
['Regina G. Ziegler', 'Anthropometry']
['Frog Island, Leicester', 'Leicester']
["List of men's Olympic and World Championship athletics sprint champions", 'Athletics at the Summer Olympics']
["Rose O'Neal Greenhow", 'American Civil War spies']
['Mardan Musayev', 'Azerbaijanis']
['Sears, Roebuck & Company Mail Order Building (Los Angeles, California)', 'Boyle Heights, Los Angeles']
['High on the Hog (Kevin Fowler album)', 'United States']
['Augusta Bertha Wagner', 'Shipley School']
['Tanya Watson', 'Diving (sport)']
['Vespa ducalis', 'Hornet']
['Yegor Ivanov', 'Russian language']
['Tangasseri Lighthouse', 'Tangasseri']
['Turatia arenacea', 'Moth']
['Graduation Day (film)', 'Slasher film']
['Andrew Bovell', 'Kalgoorlie']
['Cubi XXVI', 'David Smith (sculptor)']
['Just Another Margin', 'Chinese language']
['List of cathedrals in France', 'Cathedral']
['Durham (Mulock) Airport', 'Transport Canada']
['Paracucumidae', 'Sea cucumber']
['Opal Tower (Sydney)', 'Sydney Olympic Park']
['Poros, Grevena', 'Greek language']
['Diptychus', 'Cyprinidae']
['Robert Neale (pilot)', 'Flying ace']
['Oath of Allegiance (Australia)', 'Oath of allegiance']
['Cychramus adustus', 'Sap beetle']
['Li Jingxun', 'Chinese language']
['1969 Houston Astros season', 'Houston Astros']
['Tulal', 'Cartoonist']
['Yasas Alwis', 'Cricket']
['Piprali', 'Sikar district']
['Sarah Nurse', 'Ice hockey']
['Maybach I and II', 'Geographic coordinate system']
['Wendy Wood (artist)', 'Scottish independence']
['Strawberry Hill, London', 'London Borough of Richmond upon Thames']
['Chondrometopum', 'Ulidiidae']
['1979–80 Nemzeti Bajnokság I', 'Nemzeti Bajnokság I']
['Keep the Faith: An Evening with Bon Jovi', 'Bon Jovi']
['Psycho-physical Awareness', 'Acting']
['Una follia', 'Farsa']
['Seasons: Rising', 'David Fonseca']
['Southmont, North Carolina', 'Unincorporated area']
['Stefan Vladislav II', 'Serbian Cyrillic alphabet']
['Predrag Govedarica', 'Serbian Cyrillic alphabet']
['Dioon angustifolium', 'Species']
['Piscine orthoreovirus', 'Orthoreovirus']
['Final X', 'Amateur wrestling']
['ČSD Class T478.3', 'Czechoslovak State Railways']
['Motoaki Miura', 'Association football']
['Cynthia Ortega', 'Willemstad']
['Peter Johansson (Danish footballer)', 'Association football']
['Rivanna Farm', 'Bremo Bluff, Virginia']
['Gazebo simulator', 'Open source']
['Peer-to-peer transaction', 'Electronic funds transfer']
['List of Yugoslav World War II monuments and memorials in Croatia', 'Croatia']
['Rekonq', 'WebKit']
['Freddie Fox (jockey)', 'Horse racing']
['Newman Theological College', 'Seminary']
['Western Australia Combined XI cricket team', 'Western Australia cricket team']
['Goods Vehicle Movement Service', 'Government of the United Kingdom']
['1899 Arkansas Cardinals football team', 'University of Arkansas']
['M-1 Global', 'Mixed martial arts']
['Saginaw Hawks', 'Ice hockey']
['European route E22 in Sweden', 'Trelleborg']
['List of members of the United States House of Representatives in the 105th Congress by seniority', 'United States House of Representatives']
['Ponikovica', 'Serbian Cyrillic alphabet']
['Joyce Emanikor', 'Kenya']
['Wade Edward Philpott', 'Mathematician']
['List of alfalfa diseases', 'Alfalfa']
['Viridifusus buxeus', 'Species']
['Hillbilly Elegy (film)', 'Drama (film and television)']
['The Romantic Age (1927 film)', 'Silent film']
['Cichy, Warmian-Masurian Voivodeship', 'German language']
['Alison Elder', 'Cricket']
['Break My Bank', 'New Boyz']
['2019 Medway Council election', 'Conservative Party (UK)']
['Hopeton, Virginia', 'Unincorporated area']
['Zuiderduintjes', 'Desert island']
['Medicine Woman (horse)', 'Rodeo']
['Callam Mendez-Jones', 'English people']
['Harry Courtney', 'Pitcher']
['Zaharoula', 'Greek traditional music']
['Environmental flow', 'Freshwater ecosystem']
['Catone in Utica (Vinci)', 'Leonardo Vinci']
['Discourse', 'Conversation']
['Jakobsweiler', 'Donnersbergkreis']
['Tramp! Tramp! Tramp!', 'American Civil War']
['Puls Biznesu', 'Polish language']
["Japan Federation of Energy and Chemistry Workers' Unions", 'Japanese language']
['William Alfred Webb', 'World War I']
['2004–05 Reggina Calcio season', 'Reggina 1914']
['Ken Sharpe', 'Zimbabwe']
['Chris Lightfoot (footballer)', 'Association football']
['Gertjan Verbeek', 'Association football']
['Vital Nizigiyimana', 'Association football']
['Scotia Tower (Montreal)', 'Downtown Montreal']
['Mephisto Prize', 'Literary award']
['Laurence Tomson', 'Francis Walsingham']
['Kristi Richards', 'Penticton']
['Leninist League (US)', 'Communism']
['Nahwitti (trading site)', 'Kwakwakaʼwakw']
['Dublin International Film Festival', 'Irish language']
['Houston Southwest Airport', 'ICAO airport code']
['WACM-LP', 'FM broadcasting']
['Bernarda Alba (musical)', 'Michael John LaChiusa']
['British Board of Agrément', 'Building regulations in the United Kingdom']
['Trekking Carver', 'Paragliding']
['Anaïs Orsi', 'École polytechnique']
['Denèvre', 'Communes of France']
['Walker Cirque', 'Geographic coordinate system']
['Cantamessa']
['Henry Langley (Dean of Melbourne)', "St Paul's Cathedral, Melbourne"]
["2002 MEAC men's basketball tournament", 'Arthur Ashe Athletic Center']
['Eric Battle', 'Illustrator']
